FLOW_START_MILLISECONDS	FLOW_END_MILLISECONDS	IPV4_SRC_ADDR	L4_SRC_PORT	IPV4_DST_ADDR	L4_DST_PORT	PROTOCOL	L7_PROTO	IN_BYTES	IN_PKTS	OUT_BYTES	OUT_PKTS	TCP_FLAGS	CLIENT_TCP_FLAGS	SERVER_TCP_FLAGS	FLOW_DURATION_MILLISECONDS	DURATION_IN	DURATION_OUT	MIN_TTL	MAX_TTL	LONGEST_FLOW_PKT	SHORTEST_FLOW_PKT	MIN_IP_PKT_LEN	MAX_IP_PKT_LEN	SRC_TO_DST_SECOND_BYTES	DST_TO_SRC_SECOND_BYTES	RETRANSMITTED_IN_BYTES	RETRANSMITTED_IN_PKTS	RETRANSMITTED_OUT_BYTES	RETRANSMITTED_OUT_PKTS	SRC_TO_DST_AVG_THROUGHPUT	DST_TO_SRC_AVG_THROUGHPUT	NUM_PKTS_UP_TO_128_BYTES	NUM_PKTS_128_TO_256_BYTES	NUM_PKTS_256_TO_512_BYTES	NUM_PKTS_512_TO_1024_BYTES	NUM_PKTS_1024_TO_1514_BYTES	TCP_WIN_MAX_IN	TCP_WIN_MAX_OUT	ICMP_TYPE	ICMP_IPV4_TYPE	DNS_QUERY_ID	DNS_QUERY_TYPE	DNS_TTL_ANSWER	FTP_COMMAND_RET_CODE	SRC_TO_DST_IAT_MIN	SRC_TO_DST_IAT_MAX	SRC_TO_DST_IAT_AVG	SRC_TO_DST_IAT_STDDEV	DST_TO_SRC_IAT_MIN	DST_TO_SRC_IAT_MAX	DST_TO_SRC_IAT_AVG	DST_TO_SRC_IAT_STDDEV	Label	Attack
1424242070265	1424242071611	59.17.6.167	63585	149.171.126.15	25	17	5	35928	24	616	8	0	0	0	1346	1327	1305	254	32	398	75	74	953	26692.421991084695	457.6523031203566	724	0	13	0	26692.421991084695	457.6523031203566	4	1	0	0	2	7240	7240	0	0	52105	255	0	331	254	49	535	209	973	1768	392	53	1	DoS
1424242071925	1424242074473	175.251.73.198	50034	149.171.126.15	111	6	5	39006	33	832	4	16	24	24	2548	2529	2487	62	255	1193	90	81	1406	15308.477237048666	326.53061224489795	760	1	22	0	15308.477237048666	326.53061224489795	3	1	1	1	2	0	0	0	0	40299	1	300	125	592	2286	6	52	889	264	180	65	1	BruteForce
1424242072920	1424242077473	10.237.170.251	5843	149.171.126.4	31992	6	41	5705	5	7658	7	24	16	25	4553	4508	4527	254	32	1290	75	65	353	1253.0199868218756	1681.967933230837	101	1	140	1	1253.0199868218756	1681.967933230837	3	5	1	2	2	0	16383	0	0	25973	1	60	125	504	1080	218	227	495	837	2	94	0	Benign
1424242073358	1424242076841	59.82.171.103	33023	149.171.126.7	443	17	92	36765	45	11414	26	0	0	0	3483	3477	3477	31	32	971	77	48	761	10555.555555555555	3277.060005742176	746	2	227	0	10555.555555555555	3277.060005742176	3	3	0	1	2	16383	14480	0	0	49311	1	60	230	957	526	159	231	301	547	415	144	1	DoS
1424242074339	1424242078864	10.83.220.68	18000	149.171.126.15	80	6	5	1810	5	2814	3	25	18	27	4525	4496	4486	62	255	261	86	85	987	399.99999999999994	621.878453038674	39	0	59	0	399.99999999999994	621.878453038674	4	0	0	3	0	14480	0	0	0	46060	28	300	331	928	2679	306	225	903	945	514	6	0	Benign
1424242075388	1424242079776	59.93.155.166	17587	149.171.126.16	445	6	41	6482	7	2286	2	25	16	27	4388	4378	4324	254	255	346	83	69	1221	1477.2105742935278	520.9662716499545	110	1	43	0	1477.2105742935278	520.9662716499545	4	1	0	0	0	65160	7240	0	0	28406	28	0	125	849	2080	545	47	356	335	454	149	0	Benign
1424242076576	1424242081166	59.112.236.103	1568	149.171.126.3	80	6	36	4020	20	13830	15	27	16	19	4590	4557	4523	254	255	1171	77	75	135	875.8169934640523	3013.071895424837	97	1	269	1	875.8169934640523	3013.071895424837	2	3	1	1	0	0	16383	0	0	55980	1	300	0	634	339	130	37	264	2024	130	184	1	DDoS
1424242077989	1424242083304	175.128.10.0	27413	149.171.126.8	21	17	11	8912	8	2085	3	0	0	0	5315	5279	5300	31	255	833	87	66	800	1676.763875823142	392.2859830667921	166	1	40	0	1676.763875823142	392.2859830667921	3	1	1	1	1	0	65160	0	0	16428	0	0	0	104	990	548	109	40	346	478	134	0	Benign
1424242078688	1424242085989	59.13.84.192	16286	149.171.126.12	143	17	37	9243	9	972	9	0	0	0	7301	7254	7275	31	32	1202	61	40	1355	1265.9909601424463	133.13244760991645	167	1	22	0	1265.9909601424463	133.13244760991645	5	1	0	0	1	16383	0	0	0	17041	1	60	230	667	2822	589	82	377	971	248	34	0	Benign
1424242079002	1424242082333	175.137.183.217	53511	149.171.126.3	6881	17	3	15420	60	24900	20	0	0	0	3331	3331	3261	31	32	716	89	98	548	4629.240468327829	7475.232662864005	324	1	490	0	4629.240468327829	7475.232662864005	2	0	0	2	0	16383	14480	0	0	52453	0	300	230	965	265	460	21	601	2947	234	175	1	Bot
1424242080428	1424242088352	10.116.83.130	31526	149.171.126.18	8088	6	0	7295	5	5132	4	18	19	25	7924	7887	7876	31	32	328	68	87	355	920.6208985360928	647.6527006562342	161	0	105	1	920.6208985360928	647.6527006562342	5	5	0	0	2	16383	16383	0	0	2971	1	300	125	148	1801	317	106	635	499	396	296	0	Benign
1424242081141	1424242083166	59.49.23.50	33420	149.171.126.14	520	17	3	3844	4	4470	5	0	0	0	2025	1983	2008	62	255	382	93	84	1348	1898.2716049382716	2207.4074074074074	81	0	89	0	1898.2716049382716	2207.4074074074074	5	4	0	2	0	65160	7240	0	0	44208	0	0	230	234	1806	305	143	269	2135	107	96	0	Benign
1424242082375	1424242087577	175.187.65.93	26299	149.171.126.17	8088	6	3	5030	5	849	1	25	24	27	5202	5161	5138	62	255	825	91	96	1211	966.9357939254133	163.20645905420992	97	0	17	0	966.9357939254133	163.20645905420992	1	3	0	2	0	65160	65160	0	0	42510	0	0	0	5	473	207	13	725	1475	40	97	0	Benign
1424242083669	1424242090495	175.83.226.113	35164	149.171.126.10	31992	17	7	10488	12	924	4	0	0	0	6826	6779	6770	31	255	1414	42	65	897	1536.4781716964549	135.36478171696456	207	1	18	0	1536.4781716964549	135.36478171696456	1	2	1	2	2	16383	7240	0	0	14608	1	0	230	82	1469	296	218	532	1156	556	95	0	Benign
1424242084323	1424242084512	175.145.228.68	23566	149.171.126.1	445	6	3	7224	56	825	5	18	24	27	189	157	125	254	63	474	55	49	1248	38222.22222222222	4365.079365079365	132	3	23	0	38222.22222222222	4365.079365079365	4	3	0	2	0	65160	0	0	0	3812	28	300	230	904	48	380	193	752	2877	420	280	1	DoS
1424242085145	1424242090572	10.231.33.39	48455	149.171.126.19	80	6	7	4640	5	3840	6	18	16	19	5427	5380	5352	62	32	1247	70	43	1282	854.9843375714023	707.5732448866778	94	0	73	0	854.9843375714023	707.5732448866778	3	2	3	0	1	7240	0	0	0	51007	255	300	331	635	1413	316	102	739	1336	191	59	0	Benign
1424242086957	1424242094588	175.146.123.106	41489	149.171.126.12	443	6	7	1352	8	2536	4	25	18	18	7631	7612	7588	62	63	814	60	87	159	177.17206132879045	332.32865941554184	31	1	49	0	177.17206132879045	332.32865941554184	3	2	0	0	4	14480	14480	0	0	12448	0	0	125	569	711	263	256	719	928	596	127	0	Benign
1424242087292	1424242090773	59.67.20.30	65175	149.171.126.10	21	17	0	1785	35	38668	28	0	0	0	3481	3442	3471	254	255	843	72	43	695	512.7836828497558	11108.302212008044	37	2	804	0	512.7836828497558	11108.302212008044	3	1	0	0	0	14480	65160	0	0	4225	1	300	230	481	2918	313	57	148	2406	551	283	1	DoS
1424242088664	1424242091626	175.115.217.201	28237	149.171.126.14	445	17	92	6928	8	1490	5	0	0	0	2962	2952	2893	62	63	1490	92	43	1097	2338.960162052667	503.0384875084402	134	0	32	0	2338.960162052667	503.0384875084402	2	4	1	0	0	65160	0	0	0	3730	255	0	331	258	2247	234	145	829	829	506	95	0	Benign
1424242089431	1424242089886	175.115.120.145	64532	149.171.126.11	520	6	5	12996	9	2307	3	16	27	27	455	454	433	254	32	757	62	77	206	28562.63736263736	5070.32967032967	248	0	40	0	28562.63736263736	5070.32967032967	3	1	0	2	0	7240	65160	0	0	108	1	60	220	391	2135	371	72	13	2480	280	81	0	Benign
1424242090704	1424242094328	10.57.204.193	2554	149.171.126.13	21	6	7	3195	45	41384	28	19	18	18	3624	3621	3566	254	255	1244	47	48	178	881.6225165562913	11419.426048565121	68	2	879	1	881.6225165562913	11419.426048565121	4	0	1	1	2	14480	7240	0	0	41734	1	0	230	88	2146	404	184	45	2914	97	263	1	DDoS
1424242091948	1424242092164	175.176.112.44	16635	149.171.126.9	520	6	5	990	11	3040	4	19	18	25	216	183	161	31	63	356	85	73	923	4583.333333333333	14074.074074074075	17	0	58	0	4583.333333333333	14074.074074074075	3	5	0	1	3	14480	14480	0	0	43357	0	60	331	176	1101	48	282	642	1534	502	76	0	Benign
1424242092974	1424242095057	175.122.194.43	32389	149.171.126.2	520	6	0	1676	4	1800	5	27	24	24	2083	2046	2077	254	63	441	67	44	1006	804.6087373979836	864.1382621219394	36	0	22	0	804.6087373979836	864.1382621219394	2	2	2	1	0	16383	0	0	0	8061	255	0	0	283	79	220	228	91	1878	130	75	0	Benign
1424242093584	1424242098214	59.78.172.126	53382	149.171.126.6	80	6	37	12789	9	3440	4	27	19	27	4630	4609	4588	31	32	923	99	70	1305	2762.2030237580993	742.9805615550756	248	0	85	0	2762.2030237580993	742.9805615550756	2	1	1	2	0	7240	16383	0	0	21938	1	60	125	428	1089	201	169	841	239	204	78	0	Benign
1424242094398	1424242094661	175.250.163.243	52109	149.171.126.17	53	17	41	12240	40	4992	4	0	0	0	263	220	202	62	32	1203	43	75	464	46539.92395437262	18980.988593155893	226	0	105	0	46539.92395437262	18980.988593155893	5	3	0	0	1	0	14480	0	0	16979	0	0	125	964	2750	400	60	568	2974	43	208	1	DoS
1424242095816	1424242100618	10.73.123.246	31722	149.171.126.14	8088	17	0	1395	15	204	4	0	0	0	4802	4771	4767	62	32	1097	71	72	1111	290.50395668471475	42.48229904206581	21	0	1	0	290.50395668471475	42.48229904206581	2	1	0	1	1	14480	16383	0	0	19063	255	60	125	291	1076	30	130	177	2407	60	217	1	DoS
1424242096888	1424242104885	59.204.30.24	38531	149.171.126.2	25	6	92	5570	10	635	5	19	18	24	7997	7966	7939	31	255	198	98	52	637	696.5111916968864	79.40477679129674	125	0	13	0	696.5111916968864	79.40477679129674	3	4	1	0	0	7240	14480	0	0	22562	0	0	331	24	582	428	183	884	2338	194	123	0	Benign
1424242097343	1424242098058	59.109.7.135	6325	149.171.126.18	520	17	92	282	6	1096	8	0	0	0	715	694	668	254	63	1368	92	50	659	394.4055944055944	1532.867132867133	7	0	15	2	394.4055944055944	1532.867132867133	7	2	2	4	1	14480	65160	0	0	18997	28	300	331	564	2518	314	162	936	2676	336	178	0	Benign
1424242098963	1424242103311	175.239.16.38	57247	149.171.126.5	443	6	0	10856	8	2682	6	19	19	18	4348	4344	4274	254	255	1232	53	76	438	2496.780128794848	616.8353265869365	200	0	46	0	2496.780128794848	616.8353265869365	2	1	0	1	1	14480	14480	0	0	64691	255	300	0	351	1187	46	214	884	152	302	160	1	DoS
1424242099139	1424242105920	175.127.122.139	15491	149.171.126.10	143	17	41	4809	7	2912	2	0	0	0	6781	6777	6729	62	255	727	98	74	1134	709.1874354814925	429.4351865506563	90	0	83	0	709.1874354814925	429.4351865506563	2	1	2	2	2	14480	0	0	0	1193	28	60	0	430	1804	470	7	671	2371	254	147	0	Benign
1424242100186	1424242106953	175.68.19.41	36232	149.171.126.5	31992	17	7	7010	5	428	4	0	0	0	6767	6740	6719	31	255	1235	72	79	137	1035.9095611053642	63.24811585636175	145	0	9	0	1035.9095611053642	63.24811585636175	5	2	0	0	2	7240	65160	0	0	55157	1	0	331	122	205	491	119	580	2415	93	119	0	Benign
1424242101804	1424242103238	10.95.123.36	58439	149.171.126.9	443	6	5	2520	6	5810	7	27	24	18	1434	1421	1391	62	63	478	63	89	1263	1757.3221757322176	4051.6039051603907	50	0	98	0	1757.3221757322176	4051.6039051603907	3	2	2	0	1	14480	16383	0	0	25759	28	60	230	308	1300	507	290	490	2825	92	258	0	Benign
1424242102060	1424242104117	175.100.154.70	15410	149.171.126.14	520	6	37	50750	35	8532	6	27	25	25	2057	2011	2057	62	255	733	46	88	790	24671.852211959165	4147.788040836169	1004	0	178	0	24671.852211959165	4147.788040836169	3	3	3	0	0	14480	7240	0	0	30888	0	0	125	948	2759	490	255	138	1314	531	287	1	Bot
1424242103996	1424242107566	10.60.187.128	18542	149.171.126.3	143	6	3	416640	280	207150	150	18	19	19	3570	3566	3519	254	63	892	41	86	1333	23341.176470588238	11605.042016806723	1702	4	843	0	23341.176470588238	11605.042016806723	4	1	0	0	2	16383	16383	0	0	52948	255	0	220	187	1111	288	4	974	2773	520	5	1	DDoS
1424242104938	1424242112719	175.210.88.183	30279	149.171.126.19	22	6	5	1322	2	2284	2	18	27	24	7781	7761	7760	31	32	772	98	57	637	169.90104099730112	293.53553527824187	28	0	50	0	169.90104099730112	293.53553527824187	1	3	2	0	1	14480	16383	0	0	44798	0	0	0	707	657	51	154	73	2403	119	146	0	Benign
1424242105379	1424242105718	59.223.223.168	40011	149.171.126.3	31992	17	92	6496	7	1152	3	0	0	0	339	293	277	254	255	984	58	97	531	19162.241887905602	3398.230088495575	127	0	18	0	19162.241887905602	3398.230088495575	3	5	0	0	2	7240	65160	0	0	43706	1	0	331	89	2588	416	102	567	680	89	258	0	Benign
1424242106709	1424242111561	175.137.110.102	11224	149.171.126.8	8088	6	11	79296	56	14800	20	19	18	18	4852	4850	4775	254	32	142	72	94	1394	16342.951360263807	3050.288540807914	1564	1	269	0	16342.951360263807	3050.288540807914	3	0	1	0	3	65160	16383	0	0	1102	0	0	220	76	788	246	85	170	1704	523	91	1	Bot
1424242107806	1424242113165	59.30.116.148	23483	149.171.126.14	445	6	36	4529	7	954	6	25	24	25	5359	5348	5286	254	32	1067	84	69	378	845.1203582757977	178.01828699384214	105	0	25	0	845.1203582757977	178.01828699384214	1	2	0	2	1	0	7240	0	0	46218	0	300	230	867	2282	311	20	25	405	323	82	0	Benign
1424242108439	1424242111980	59.230.87.124	10261	149.171.126.4	80	6	5	84942	66	5484	6	18	24	19	3541	3509	3497	31	32	1073	54	78	753	23988.138943801187	1548.7150522451286	1658	3	107	0	23988.138943801187	1548.7150522451286	5	3	1	0	1	7240	0	0	0	19190	1	300	220	291	2745	274	182	882	1972	208	97	1	BruteForce
1424242109318	1424242113223	59.89.253.100	30100	149.171.126.8	22	6	5	3944	8	1525	5	27	24	18	3905	3887	3873	62	32	751	81	52	1075	1009.9871959026889	390.52496798975676	68	0	26	0	1009.9871959026889	390.52496798975676	1	4	0	2	1	14480	65160	0	0	40101	0	300	331	356	980	309	199	752	697	574	123	0	Benign
1424242110301	1424242114862	10.146.145.45	46685	149.171.126.9	53	6	41	8712	11	5365	5	18	24	18	4561	4522	4521	31	63	476	70	44	503	1910.1074325805744	1176.2771322078493	156	1	105	0	1910.1074325805744	1176.2771322078493	3	1	2	3	1	16383	0	0	0	63106	1	300	0	320	1017	445	102	209	2531	74	68	0	Benign
1424242111343	1424242114745	59.138.125.74	65258	149.171.126.19	22	6	5	2142	6	3105	5	25	27	27	3402	3396	3337	62	255	549	45	81	1217	629.6296296296296	912.6984126984127	51	0	67	0	629.6296296296296	912.6984126984127	1	1	1	0	2	0	14480	0	0	43220	255	0	230	508	2517	589	234	691	1091	128	262	0	Benign
1424242112010	1424242119470	175.98.125.183	34634	149.171.126.1	143	17	7	21952	16	566	2	0	0	0	7460	7449	7446	254	32	1194	42	96	673	2942.627345844504	75.87131367292226	420	2	16	0	2942.627345844504	75.87131367292226	3	2	0	1	1	65160	16383	0	0	60746	1	0	220	35	1798	250	170	342	2718	525	236	0	Benign
1424242113061	1424242116185	59.2.146.67	52657	149.171.126.5	31992	17	37	11928	12	1388	1	0	0	0	3124	3079	3049	31	32	940	42	45	1476	3818.181818181818	444.30217669654286	264	0	31	0	3818.181818181818	444.30217669654286	4	2	3	1	1	0	16383	0	0	37233	0	300	125	386	488	231	278	531	1836	78	155	1	BruteForce
1424242114844	1424242115757	10.162.44.138	15824	149.171.126.9	53	6	92	12708	9	4137	3	25	19	19	913	903	906	62	32	1307	87	87	289	13918.94852135816	4531.2157721796275	244	0	79	0	13918.94852135816	4531.2157721796275	2	3	0	1	0	7240	65160	0	0	62850	255	0	125	11	162	419	287	787	2789	270	157	0	Benign
1424242115225	1424242119104	10.109.49.179	48586	149.171.126.14	111	6	5	52248	56	23004	18	18	19	25	3879	3865	3839	31	32	1252	60	45	904	13469.450889404487	5930.394431554524	1032	0	481	0	13469.450889404487	5930.394431554524	2	2	0	0	1	7240	0	0	0	48435	255	0	331	429	1503	123	207	73	212	121	295	1	DDoS
1424242116152	1424242119140	10.152.83.212	28966	149.171.126.16	53	6	36	9814	7	2565	5	25	25	16	2988	2952	2976	254	255	78	91	84	1176	3284.471218206158	858.433734939759	208	0	42	0	3284.471218206158	858.433734939759	2	1	0	1	0	14480	0	0	0	14150	255	300	0	14	2847	500	64	680	2618	488	102	0	Benign
1424242117710	1424242120697	10.143.117.25	22817	149.171.126.15	80	17	5	4290	11	1130	2	0	0	0	2987	2966	2960	31	32	1183	77	42	806	1436.223635754938	378.30599263475057	82	1	19	0	1436.223635754938	378.30599263475057	8	0	1	1	2	16383	0	0	0	56763	255	0	331	330	2251	561	250	78	2135	136	25	0	Benign
1424242118563	1424242126438	175.244.70.132	9850	149.171.126.16	22	17	5	7722	11	3372	4	0	0	0	7875	7845	7873	254	255	1343	60	89	249	980.5714285714286	428.1904761904762	145	1	69	0	980.5714285714286	428.1904761904762	3	4	0	1	1	16383	7240	0	0	53173	1	0	220	100	770	472	180	666	2897	374	214	0	Benign
1424242119771	1424242127182	59.157.252.231	8133	149.171.126.17	520	6	36	5892	6	9226	7	25	18	16	7411	7409	7368	254	63	625	52	68	856	795.0344083119687	1244.9062204830657	132	0	194	0	795.0344083119687	1244.9062204830657	2	0	0	0	1	65160	14480	0	0	58790	255	0	125	314	1148	409	203	584	2743	433	293	0	Benign
1424242120570	1424242125086	59.19.90.229	44603	149.171.126.1	111	6	0	39990	30	8568	24	24	25	18	4516	4512	4490	31	32	894	92	96	1318	8855.181576616475	1897.2542072630647	786	0	177	1	8855.181576616475	1897.2542072630647	3	5	1	2	1	16383	7240	0	0	22578	255	300	0	745	361	160	150	762	1837	306	18	1	Fuzzers
1424242121583	1424242124421	59.142.216.46	60172	149.171.126.13	25	6	0	2864	2	3957	3	19	19	16	2838	2806	2824	254	63	719	73	60	168	1009.1613812544044	1394.291754756871	60	0	68	0	1009.1613812544044	1394.291754756871	3	1	0	0	0	16383	65160	0	0	39586	1	300	0	633	1704	84	260	356	32	549	66	0	Benign
1424242122659	1424242127617	175.70.224.138	50568	149.171.126.3	22	6	7	8256	8	3532	4	18	25	24	4958	4945	4907	62	32	279	73	84	116	1665.1875756353368	712.3840258168616	153	0	61	0	1665.1875756353368	712.3840258168616	1	4	2	0	1	7240	0	0	0	30621	0	60	0	524	344	537	60	929	1136	208	3	0	Benign
1424242123860	1424242127185	59.12.115.175	56774	149.171.126.15	80	17	5	792	9	4280	5	0	0	0	3325	3315	3270	31	255	719	57	47	820	238.1954887218045	1287.218045112782	21	0	83	0	238.1954887218045	1287.218045112782	1	0	3	0	1	65160	7240	0	0	55391	28	300	230	740	2647	387	205	842	785	261	229	0	Benign
1424242124574	1424242132176	10.131.239.112	34135	149.171.126.5	53	17	37	5440	8	3705	3	0	0	0	7602	7583	7528	254	255	376	87	67	1050	715.6011575901078	487.3717442778216	99	0	82	0	715.6011575901078	487.3717442778216	5	4	1	2	1	0	7240	0	0	20630	28	60	220	481	678	347	101	553	2426	127	215	0	Benign
1424242125309	1424242128417	175.47.226.212	11952	149.171.126.16	445	17	37	5157	9	2655	3	0	0	0	3108	3066	3102	31	255	199	85	88	1225	1659.2664092664093	854.2471042471042	107	0	60	0	1659.2664092664093	854.2471042471042	2	3	0	1	1	0	14480	0	0	39201	0	300	0	861	1886	468	12	213	305	512	166	0	Benign
1424242126884	1424242130276	10.69.183.230	25194	149.171.126.5	53	6	7	32010	33	4968	12	24	24	24	3392	3362	3320	31	255	1203	91	51	315	9436.91037735849	1464.622641509434	629	0	90	0	9436.91037735849	1464.622641509434	3	3	1	0	1	14480	7240	0	0	41117	255	300	230	602	238	264	276	935	2367	102	87	1	Bot
1424242127242	1424242132621	10.44.130.143	15043	149.171.126.14	21	6	37	7462	7	2456	4	19	25	27	5379	5364	5350	62	255	78	53	81	816	1387.2467001301359	456.5904443205057	150	0	57	0	1387.2467001301359	456.5904443205057	2	2	1	2	1	16383	16383	0	0	37839	255	0	125	474	867	486	218	392	2517	255	279	0	Benign
1424242128492	1424242134829	10.120.179.199	28665	149.171.126.0	143	17	7	5836	4	1914	6	0	0	0	6337	6329	6304	62	63	79	41	87	84	920.940508126874	302.0356635632003	117	0	27	0	920.940508126874	302.0356635632003	1	2	1	2	1	0	0	0	0	11092	0	300	125	867	1994	485	26	60	2793	234	39	0	Benign
1424242129365	1424242134054	175.178.109.137	42534	149.171.126.1	8088	6	41	7860	10	3228	4	27	16	18	4689	4685	4623	31	32	1162	90	77	575	1676.263595649392	688.4197056941779	171	0	52	0	1676.263595649392	688.4197056941779	2	0	0	0	0	65160	7240	0	0	61706	255	0	125	856	1755	13	191	572	1356	207	182	0	Benign
1424242130329	1424242133642	59.242.120.33	53213	149.171.126.8	21	6	7	18400	40	3798	6	18	19	27	3313	3296	3271	62	255	1088	99	52	416	5553.878659824932	1146.392997283429	364	3	63	0	5553.878659824932	1146.392997283429	5	2	3	1	0	7240	14480	0	0	55400	255	0	125	279	307	31	95	984	279	569	138	1	Fuzzers
1424242131106	1424242135512	59.82.24.21	35874	149.171.126.3	31992	6	3	3536	4	4695	5	19	18	16	4406	4387	4361	31	32	1106	53	70	993	802.541988197912	1065.5923740354062	59	0	94	0	802.541988197912	1065.5923740354062	7	2	3	1	2	16383	14480	0	0	22833	0	0	220	840	2829	563	28	591	1541	18	62	0	Benign
1424242132225	1424242139573	175.90.102.105	22660	149.171.126.14	80	6	7	7015	5	2572	4	16	25	27	7348	7321	7345	62	255	1264	78	72	791	954.6815459989112	350.02721829069134	147	1	47	0	954.6815459989112	350.02721829069134	0	0	0	0	0	0	65160	0	0	44919	1	60	331	406	2233	64	145	437	779	456	221	0	Benign
1424242133824	1424242138966	175.142.180.218	22407	149.171.126.19	6881	6	5	2485	7	2304	3	27	24	25	5142	5124	5097	62	63	269	78	71	370	483.2749902761571	448.0746791131855	50	0	50	0	483.2749902761571	448.0746791131855	3	3	0	3	1	0	65160	0	0	17961	255	300	230	175	2329	13	269	19	2401	226	27	0	Benign
1424242134217	1424242135204	59.0.254.246	22357	149.171.126.0	80	6	11	6624	6	4272	3	25	27	25	987	975	959	254	63	1417	90	66	1422	6711.246200607903	4328.267477203647	121	0	88	0	6711.246200607903	4328.267477203647	0	2	0	0	2	7240	0	0	0	14528	0	300	220	157	1601	370	48	624	190	315	258	0	Benign
1424242135936	1424242136993	10.104.40.82	18796	149.171.126.19	111	6	7	10670	11	926	2	18	18	18	1057	1040	1040	254	32	138	50	57	920	10094.607379375591	876.0643330179754	224	0	18	0	10094.607379375591	876.0643330179754	5	1	2	0	0	65160	14480	0	0	54553	1	0	125	632	2953	322	30	500	1931	276	249	0	Benign
1424242136752	1424242143301	59.52.208.134	30538	149.171.126.14	25	17	36	11511	9	2790	5	0	0	0	6549	6532	6505	62	63	647	93	54	216	1757.6729271644524	426.0192395785616	218	2	52	0	1757.6729271644524	426.0192395785616	2	2	0	0	1	0	65160	0	0	63116	255	0	125	573	1342	250	137	858	1296	57	267	0	Benign
1424242137505	1424242140543	175.159.38.216	33760	149.171.126.7	111	6	5	7924	28	6516	12	19	24	27	3038	3026	2980	254	32	409	94	43	1271	2608.294930875576	2144.832126398947	163	1	140	0	2608.294930875576	2144.832126398947	4	1	0	1	1	7240	16383	0	0	40347	28	60	0	608	601	399	284	190	2618	556	265	1	DDoS
1424242138258	1424242139414	59.208.138.116	63449	149.171.126.19	6881	17	5	13980	12	2335	5	0	0	0	1156	1146	1118	62	255	1357	41	88	830	12093.425605536333	2019.8961937716265	265	0	52	0	12093.425605536333	2019.8961937716265	3	2	0	1	2	14480	14480	0	0	44941	255	60	230	54	465	278	65	329	1665	198	58	0	Benign
1424242139887	1424242140624	59.37.133.232	45389	149.171.126.19	6881	17	7	32319	63	740	5	0	0	0	737	733	721	254	32	155	96	84	979	43852.103120759835	1004.0705563093622	659	2	18	0	43852.103120759835	1004.0705563093622	4	4	0	0	2	0	16383	0	0	11271	255	60	125	194	1798	98	295	330	595	193	28	1	DoS
1424242140773	1424242148075	10.232.124.172	39893	149.171.126.14	443	6	5	1314	6	845	5	24	27	24	7302	7267	7264	31	255	656	43	85	931	179.95069843878392	115.72172007669133	28	1	16	0	179.95069843878392	115.72172007669133	1	2	1	2	1	7240	14480	0	0	59386	0	60	0	980	2086	20	57	183	222	489	71	0	Benign
1424242141516	1424242144104	175.26.66.137	83	149.171.126.19	25	6	5	876	4	2555	5	24	16	27	2588	2577	2536	62	32	1077	77	91	205	338.48531684698605	987.2488408037094	16	0	45	0	338.48531684698605	987.2488408037094	1	1	1	1	1	0	0	0	0	61925	28	300	220	690	1805	195	121	45	79	35	10	0	Benign
1424242142772	1424242143232	175.121.9.125	14651	149.171.126.14	25	17	7	7312	8	672	8	0	0	0	460	442	458	62	63	1016	41	96	1482	15895.652173913042	1460.8695652173913	160	0	17	0	15895.652173913042	1460.8695652173913	3	3	1	0	1	14480	14480	0	0	36885	0	0	220	236	723	538	294	481	2590	136	108	0	Benign
1424242143053	1424242149050	10.30.133.151	29054	149.171.126.5	8088	17	41	6905	5	11664	8	0	0	0	5997	5977	5919	31	255	633	50	89	1470	1151.4090378522594	1944.9724862431217	158	0	224	0	1151.4090378522594	1944.9724862431217	1	3	2	1	2	14480	7240	0	0	49255	28	0	220	509	505	356	159	65	299	580	263	0	Benign
1424242144046	1424242148930	175.239.78.78	58108	149.171.126.15	8088	6	37	37100	50	52560	40	18	19	18	4884	4880	4811	62	63	320	54	86	782	1519.246519246519	2152.3341523341523	140	0	235	0	1519.246519246519	2152.3341523341523	4	1	4	3	3	65160	65160	0	0	44158	0	60	331	841	955	591	292	202	2753	220	236	1	DDoS
1424242145726	1424242150840	10.33.46.18	59400	149.171.126.18	22	17	0	109	1	720	3	0	0	0	5114	5082	5089	31	255	933	53	95	1340	21.314039890496677	140.78998826750097	4	0	21	0	21.314039890496677	140.78998826750097	0	0	1	2	0	14480	65160	0	0	58138	255	60	331	933	2552	283	128	143	1243	210	137	0	Benign
1424242146688	1424242153303	175.161.179.189	2493	149.171.126.0	445	6	7	5319	9	8302	7	19	16	25	6615	6574	6537	62	255	179	74	82	1245	804.0816326530612	1255.026455026455	108	1	154	1	804.0816326530612	1255.026455026455	3	2	1	1	1	65160	65160	0	0	10090	0	0	230	997	2816	439	214	333	2673	387	246	0	Benign
1424242147520	1424242153899	59.66.96.80	51313	149.171.126.15	53	6	36	11792	11	680	10	27	18	25	6379	6379	6344	254	63	1279	85	81	1348	1848.565605894341	106.59978052986362	260	0	21	0	1848.565605894341	106.59978052986362	2	2	0	0	2	65160	65160	0	0	39151	1	60	220	13	2797	38	94	909	1428	367	207	0	Benign
